tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating
tt0110932,Quiz Show,1994,133,"Biography,Drama,History",7.5
tt0112682,The City of Lost Children,1995,112,"Drama,Fantasy,Sci-Fi",7.5
tt0112817,Dead Man,1995,121,"Adventure,Drama,Fantasy",7.5
tt0112818,Dead Man Walking,1995,122,"Crime,Drama",7.5
tt0113627,Leaving Las Vegas,1995,111,"Drama,Romance",7.5
tt0117913,A Time to Kill,1996,149,"Crime,Drama,Thriller",7.5
tt0118884,Contact,1997,150,"Drama,Mystery,Sci-Fi",7.5
tt0118971,The Devil's Advocate,1997,144,"Drama,Mystery,Thriller",7.5
tt0119167,Funny Games,1997,108,"Crime,Drama,Thriller",7.5
tt0119396,Jackie Brown,1997,154,"Crime,Drama,Thriller",7.5
tt0120324,A Simple Plan,1998,121,"Crime,Drama,Thriller",7.5
tt0120663,Eyes Wide Shut,1999,159,"Drama,Mystery,Thriller",7.5
tt0120669,Fear and Loathing in Las Vegas,1998,118,"Adventure,Comedy,Drama",7.5
tt0120789,Pleasantville,1998,124,"Comedy,Drama,Fantasy",7.5
tt0146882,High Fidelity,2000,113,"Comedy,Drama,Music",7.5
tt0165798,Ghost Dog: The Way of the Samurai,1999,116,"Crime,Drama",7.5
tt0171804,Boys Don't Cry,1999,118,"Biography,Crime,Drama",7.5
tt0213847,Malena,2000,108,"Drama,Romance,War",7.5
tt0217505,Gangs of New York,2002,167,"Crime,Drama",7.5
tt0218839,Best in Show,2000,90,Comedy,7.5
tt0221027,Blow,2001,124,"Biography,Crime,Drama",7.5
tt0243133,The Man Who Wasn't There,2001,116,"Crime,Drama",7.5
tt0254686,The Piano Teacher,2001,131,"Drama,Music",7.5
tt0274558,The Hours,2002,110,"Drama,Romance",7.5
tt0289043,28 Days Later...,2002,113,"Drama,Horror,Sci-Fi",7.5
tt0289992,The Life of David Gale,2003,130,"Crime,Drama,Thriller",7.5
tt0310775,Sympathy for Mr. Vengeance,2002,129,"Crime,Drama,Thriller",7.5
tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005,85,"Adventure,Animation,Comedy",7.5
tt0315983,House of Sand and Fog,2003,126,"Crime,Drama",7.5
tt0338751,The Aviator,2004,170,"Biography,Drama",7.5
tt0364517,Love Me If You Dare,2003,93,"Comedy,Drama,Romance",7.5
tt0369339,Collateral,2004,120,"Action,Crime,Drama",7.5
tt0373469,Kiss Kiss Bang Bang,2005,103,"Comedy,Crime,Mystery",7.5
tt0373889,Harry Potter and the Order of the Phoenix,2007,138,"Action,Adventure,Family",7.5
tt0375063,Sideways,2004,127,"Comedy,Drama,Romance",7.5
tt0383028,"Synecdoche, New York",2008,124,Drama,7.5
tt0385004,House of Flying Daggers,2004,119,"Action,Adventure,Drama",7.5
tt0396171,Perfume: The Story of a Murderer,2006,147,"Crime,Drama,Fantasy",7.5
tt0404203,Little Children,2006,137,"Drama,Romance",7.5
tt0408306,Munich,2005,164,"Action,Drama,History",7.5
tt0426931,August Rush,2007,114,"Drama,Music",7.5
tt0443680,The Assassination of Jesse James by the Coward Robert Ford,2007,160,"Biography,Crime,Drama",7.5
tt0446755,The Painted Veil,2006,125,"Drama,Romance",7.5
tt0449467,Babel,2006,143,Drama,7.5
tt0451094,Lady Vengeance,2005,115,"Crime,Drama,Thriller",7.5
tt0453562,42,2013,128,"Biography,Drama,Sport",7.5
tt0462322,Grindhouse,2007,191,"Action,Horror,Thriller",7.5
tt0467406,Juno,2007,96,"Comedy,Drama",7.5
tt0816442,The Book Thief,2013,131,"Drama,War",7.5
tt0840361,The Town,2010,125,"Crime,Drama,Thriller",7.5
tt0918927,Doubt,2008,104,"Drama,Mystery",7.5
tt0945513,Source Code,2011,93,"Action,Drama,Mystery",7.5
tt0970179,Hugo,2011,126,"Adventure,Drama,Family",7.5
tt0986233,Hunger,2008,96,"Biography,Crime,Drama",7.5
tt1020072,Selma,2014,128,"Biography,Drama,History",7.5
tt10633456,Minari,2020,115,Drama,7.5
tt1091191,Lone Survivor,2013,121,"Action,Biography,Drama",7.5
tt1211837,Doctor Strange,2016,115,"Action,Adventure,Fantasy",7.5
tt1242460,We Need to Talk About Kevin,2011,112,"Drama,Mystery,Thriller",7.5
tt12801262,Luca,2021,95,"Adventure,Animation,Comedy",7.5
tt1315981,A Single Man,2009,99,"Drama,Romance",7.5
tt1386932,Ip Man 2,2010,108,"Action,Biography,Drama",7.5
tt1433811,Disconnect,2012,115,"Drama,Thriller",7.5
tt1436045,13 Assassins,2010,141,"Action,Adventure,Drama",7.5
tt1457767,The Conjuring,2013,112,"Horror,Mystery,Thriller",7.5
tt1465522,Tucker and Dale vs Evil,2010,89,"Comedy,Horror",7.5
tt1614989,Headhunters,2011,100,"Action,Crime,Thriller",7.5
tt1951264,The Hunger Games: Catching Fire,2013,146,"Action,Adventure,Drama",7.5
tt2053425,Rust and Bone,2012,120,"Drama,Romance",7.5
tt2140373,Saving Mr. Banks,2013,125,"Biography,Comedy,Drama",7.5
tt2334649,Fruitvale Station,2013,85,"Biography,Crime,Drama",7.5
tt2381111,Brooklyn,2015,117,"Drama,Romance",7.5
tt2397535,Predestination,2014,97,"Action,Drama,Sci-Fi",7.5
tt3203606,Trumbo,2015,124,"Biography,Crime,Drama",7.5
tt3316960,Still Alice,2014,101,Drama,7.5
tt3416532,A Monster Calls,2016,108,"Adventure,Drama,Family",7.5
tt3513548,Richard Jewell,2019,131,"Biography,Crime,Drama",7.5
tt4425200,John Wick: Chapter 2,2017,122,"Action,Crime,Thriller",7.5
tt4540710,Miss Sloane,2016,132,Drama,7.5
tt4550098,Nocturnal Animals,2016,116,"Drama,Thriller",7.5
tt5083738,The Favourite,2018,119,"Biography,Comedy,Drama",7.5
tt5462602,The Big Sick,2017,120,"Comedy,Drama,Romance",7.5
tt5580036,"I, Tonya",2017,119,"Biography,Comedy,Drama",7.5
tt6499752,Upgrade,2018,100,"Action,Sci-Fi,Thriller",7.5
tt6644200,A Quiet Place,2018,90,"Drama,Horror,Sci-Fi",7.5
tt7282468,Burning,2018,148,"Drama,Mystery,Thriller",7.5
tt7349662,BlacKkKlansman,2018,135,"Biography,Comedy,Crime",7.5
tt8637428,The Farewell,2019,100,"Comedy,Drama",7.5
tt8721424,"tick, tick...BOOM!",2021,115,"Biography,Drama,Musical",7.5
tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,132,"Action,Adventure,Fantasy",7.5
tt9620288,King Richard,2021,144,"Biography,Drama,Sport",7.5
tt9620292,Promising Young Woman,2020,113,"Crime,Drama,Mystery",7.5
tt0048728,To Catch a Thief,1955,106,"Mystery,Romance,Thriller",7.4
tt0049470,The Man Who Knew Too Much,1956,120,"Drama,Thriller",7.4
tt0057076,From Russia with Love,1963,115,"Action,Adventure,Thriller",7.4
tt0062765,Bullitt,1968,114,"Action,Crime,Thriller",7.4
tt0066026,MASH,1970,116,"Comedy,Drama,War",7.4
tt0069704,American Graffiti,1973,110,"Comedy,Drama",7.4
tt0073629,The Rocky Horror Picture Show,1975,100,"Comedy,Horror,Musical",7.4
tt0074285,Carrie,1976,98,"Horror,Mystery",7.4
tt0074860,Marathon Man,1976,125,"Crime,Thriller",7.4
tt0076786,Suspiria,1977,99,Horror,7.4
tt0077975,National Lampoon's Animal House,1978,109,Comedy,7.4
tt0083907,The Evil Dead,1981,85,Horror,7.4
tt0084805,Tootsie,1982,116,"Comedy,Drama,Romance",7.4
tt0086960,Beverly Hills Cop,1984,105,"Action,Comedy,Crime",7.4
tt0088323,The NeverEnding Story,1984,102,"Adventure,Drama,Family",7.4
tt0090329,Witness,1985,112,"Drama,Romance,Thriller",7.4
tt0091530,The Mission,1986,125,"Adventure,Drama,History",7.4
tt0095031,Dirty Rotten Scoundrels,1988,110,"Comedy,Crime",7.4
tt0097239,Driving Miss Daisy,1989,99,Drama,7.4
tt0099871,Jacob's Ladder,1990,113,"Drama,Horror,Mystery",7.4
tt0103874,Bram Stoker's Dracula,1992,128,"Drama,Fantasy,Horror",7.4
tt0116209,The English Patient,1996,162,"Drama,Romance,War",7.4
tt0117571,Scream,1996,111,"Horror,Mystery",7.4
tt0120679,Frida,2002,123,"Biography,Drama,Romance",7.4
tt0120903,X-Men,2000,104,"Action,Adventure,Sci-Fi",7.4
tt0124315,The Cider House Rules,1999,126,"Drama,Romance",7.4
tt0125664,Man on the Moon,1999,118,"Biography,Comedy,Drama",7.4
tt0127536,Elizabeth,1998,124,"Biography,Drama,History",7.4
tt0134119,The Talented Mr. Ripley,1999,139,"Crime,Drama,Thriller",7.4
tt0145487,Spider-Man,2002,121,"Action,Adventure,Sci-Fi",7.4
tt0177789,Galaxy Quest,1999,102,"Adventure,Comedy,Sci-Fi",7.4
tt0186151,Frequency,2000,118,"Crime,Drama,Mystery",7.4
tt0195685,Erin Brockovich,2000,131,"Biography,Drama",7.4
tt0238380,Equilibrium,2002,107,"Action,Drama,Sci-Fi",7.4
tt0256009,The Devil's Backbone,2001,106,"Drama,Horror,Thriller",7.4
tt0272152,K-PAX,2001,120,"Drama,Mystery,Sci-Fi",7.4
tt0281358,A Walk to Remember,2002,101,"Drama,Romance",7.4
tt0290334,X2: X-Men United,2003,134,"Action,Sci-Fi,Thriller",7.4
tt0295297,Harry Potter and the Chamber of Secrets,2002,161,"Adventure,Family,Fantasy",7.4
tt0311113,Master and Commander: The Far Side of the World,2003,138,"Action,Adventure,Drama",7.4
tt0316356,Open Range,2003,139,"Action,Drama,Romance",7.4
tt0316654,Spider-Man 2,2004,127,"Action,Adventure,Sci-Fi",7.4
tt0333766,Garden State,2004,102,"Comedy,Drama,Romance",7.4
tt0362227,The Terminal,2004,128,"Comedy,Drama,Romance",7.4
tt0379725,Capote,2005,114,"Biography,Crime,Drama",7.4
tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,151,"Action,Adventure,Fantasy",7.4
tt0385002,Green Street Hooligans,2005,109,"Crime,Drama,Sport",7.4
tt0387131,The Constant Gardener,2005,129,"Drama,Mystery,Romance",7.4
tt0399146,A History of Violence,2005,96,"Action,Crime,Drama",7.4
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007,116,"Drama,Horror,Musical",7.4
tt0433383,"Good Night, and Good Luck.",2005,93,"Biography,Drama,History",7.4
tt0451279,Wonder Woman,2017,141,"Action,Adventure,Fantasy",7.4
tt0464141,The Orphanage,2007,105,"Adventure,Drama,Horror",7.4
tt0465551,Notes on a Scandal,2006,92,"Crime,Drama,Romance",7.4
tt0490204,Reign Over Me,2007,124,Drama,7.4
tt0825232,The Bucket List,2007,97,"Adventure,Comedy,Drama",7.4
tt1078588,My Sister's Keeper,2009,109,"Drama,Family",7.4
tt1083452,Eddie the Eagle,2015,106,"Biography,Comedy,Drama",7.4
tt1117385,Felon,2008,104,"Crime,Thriller",7.4
tt1120985,Blue Valentine,2010,112,"Drama,Romance",7.4
tt11271038,Licorice Pizza,2021,133,"Comedy,Drama,Romance",7.4
tt1131729,The Boat That Rocked,2009,135,"Comedy,Drama,Music",7.4
tt1164999,Biutiful,2010,148,"Drama,Romance",7.4
tt1193138,Up in the Air,2009,109,"Comedy,Drama,Romance",7.4
tt1197624,Law Abiding Citizen,2009,109,"Action,Crime,Drama",7.4
tt1219289,Limitless,2011,105,"Sci-Fi,Thriller",7.4
tt1229238,Mission: Impossible - Ghost Protocol,2011,132,"Action,Adventure,Thriller",7.4
tt1276104,Looper,2012,119,"Action,Drama,Sci-Fi",7.4
tt1371111,Cloud Atlas,2012,172,"Drama,Mystery,Sci-Fi",7.4
tt1515091,Sherlock Holmes: A Game of Shadows,2011,129,"Action,Adventure,Mystery",7.4
tt1570728,"Crazy, Stupid, Love.",2011,118,"Comedy,Drama,Romance",7.4
tt1677720,Ready Player One,2018,140,"Action,Adventure,Sci-Fi",7.4
tt1727388,The Way Way Back,2013,103,"Comedy,Drama",7.4
tt1790885,Zero Dark Thirty,2012,157,"Drama,History,Thriller",7.4
tt1798684,Southpaw,2015,124,"Action,Crime,Drama",7.4
tt1872194,The Judge,2014,141,"Crime,Drama",7.4
tt1935179,Mud,2012,130,Drama,7.4
tt1980929,Begin Again,2013,104,"Comedy,Drama,Music",7.4
tt2042568,Inside Llewyn Davis,2013,104,"Comedy,Drama,Music",7.4
tt2250912,Spider-Man: Homecoming,2017,133,"Action,Adventure,Sci-Fi",7.4
tt2310332,The Hobbit: The Battle of the Five Armies,2014,144,"Adventure,Fantasy",7.4
tt2347569,Frances Ha,2012,86,"Comedy,Drama,Romance",7.4
tt2381249,Mission: Impossible - Rogue Nation,2015,131,"Action,Adventure,Thriller",7.4
tt2386490,How to Train Your Dragon: The Hidden World,2019,104,"Action,Adventure,Animation",7.4
tt2674426,Me Before You,2016,106,"Drama,Romance",7.4
tt2911666,John Wick,2014,101,"Action,Crime,Thriller",7.4
tt3040964,The Jungle Book,2016,106,"Adventure,Drama,Family",7.4
tt3228774,Cruella,2021,134,"Adventure,Comedy,Crime",7.4
tt3263904,Sully,2016,96,"Biography,Drama",7.4
tt3450958,War for the Planet of the Apes,2017,140,"Action,Adventure,Drama",7.4
tt3799694,The Nice Guys,2016,116,"Action,Comedy,Crime",7.4
tt4209788,Molly's Game,2017,140,"Biography,Crime,Drama",7.4
tt4244994,The Last Duel,2021,152,"Action,Drama,History",7.4
tt4555426,Darkest Hour,2017,125,"Biography,Drama,War",7.4
tt4572514,Patriots Day,2016,133,"Action,Crime,Drama",7.4
tt4925292,Lady Bird,2017,94,"Comedy,Drama",7.4
tt4975722,Moonlight,2016,111,Drama,7.4
tt5215952,The Wailing,2016,156,"Drama,Horror,Mystery",7.4
tt5613484,Mid90s,2018,85,"Comedy,Drama",7.4
tt5727208,Uncut Gems,2019,135,"Crime,Drama,Thriller",7.4
tt5776858,Phantom Thread,2017,130,"Drama,Romance",7.4
tt6146586,John Wick: Chapter 3 - Parabellum,2019,130,"Action,Crime,Thriller",7.4
tt6320628,Spider-Man: Far from Home,2019,129,"Action,Adventure,Sci-Fi",7.4
tt6723592,Tenet,2020,150,"Action,Sci-Fi,Thriller",7.4
tt7014006,Eighth Grade,2018,93,"Comedy,Drama",7.4
tt7146812,Onward,2020,102,"Adventure,Animation,Comedy",7.4
tt7888964,Nobody,2021,92,"Action,Crime,Drama",7.4
tt7984734,The Lighthouse,2019,109,"Drama,Fantasy,Horror",7.4
tt9484998,Palm Springs,2020,90,"Comedy,Fantasy,Mystery",7.4
tt9784798,Judas and the Black Messiah,2021,126,"Biography,Drama,History",7.4
tt0064276,Easy Rider,1969,95,"Adventure,Drama",7.3
tt0071877,Murder on the Orient Express,1974,128,"Crime,Drama,Mystery",7.3
tt0074486,Eraserhead,1977,89,"Fantasy,Horror",7.3
tt0079817,Rocky II,1979,119,"Drama,Sport",7.3
tt0082348,Excalibur,1981,140,"Adventure,Drama,Fantasy",7.3
tt0084516,Poltergeist,1982,114,"Horror,Thriller",7.3
tt0085995,National Lampoon's Vacation,1983,98,"Adventure,Comedy",7.3
tt0087363,Gremlins,1984,106,"Comedy,Fantasy,Horror",7.3
tt0087538,The Karate Kid,1984,126,"Action,Drama,Family",7.3
tt0090728,Big Trouble in Little China,1986,99,"Action,Adventure,Comedy",7.3
tt0091369,Labyrinth,1986,101,"Adventure,Family,Fantasy",7.3
tt0092007,Star Trek IV: The Voyage Home,1986,119,"Action,Adventure,Comedy",7.3
tt0092563,Angel Heart,1987,113,"Horror,Mystery,Thriller",7.3
tt0093105,"Good Morning, Vietnam",1987,121,"Biography,Comedy,Drama",7.3
tt0093822,Raising Arizona,1987,94,"Comedy,Crime",7.3
tt0094291,Wall Street,1987,126,"Crime,Drama",7.3
tt0094737,Big,1988,104,"Comedy,Drama,Fantasy",7.3
tt0097733,Lethal Weapon 2,1989,114,"Action,Crime,Thriller",7.3
tt0098258,Say Anything,1989,100,"Comedy,Drama,Romance",7.3
tt0100263,Nikita,1990,117,"Action,Thriller",7.3
tt0101540,Cape Fear,1991,128,"Crime,Thriller",7.3
tt0102685,Point Break,1991,122,"Action,Crime,Thriller",7.3
tt0102975,Star Trek VI: The Undiscovered Country,1991,110,"Action,Adventure,Sci-Fi",7.3
tt0104694,A League of Their Own,1992,128,"Comedy,Drama,Sport",7.3
tt0109686,Dumb and Dumber,1994,107,Comedy,7.3
tt0110005,Heavenly Creatures,1994,99,"Biography,Crime,Drama",7.3
tt0111149,Shallow Grave,1994,89,"Crime,Thriller",7.3
tt0111503,True Lies,1994,141,"Action,Comedy,Thriller",7.3
tt0112461,The Basketball Diaries,1995,102,"Biography,Crime,Drama",7.3
tt0112740,Crimson Tide,1995,116,"Action,Drama,Thriller",7.3
tt0113118,Friday,1995,91,"Comedy,Drama",7.3
tt0116695,Jerry Maguire,1996,139,"Comedy,Drama,Romance",7.3
tt0117318,The People vs. Larry Flynt,1996,130,"Biography,Drama",7.3
tt0118607,Amistad,1997,155,"Biography,Drama,History",7.3
tt0119094,Face/Off,1997,138,"Action,Crime,Sci-Fi",7.3
tt0119229,Grosse Pointe Blank,1997,107,"Action,Comedy,Crime",7.3
tt0119654,Men in Black,1997,98,"Action,Adventure,Comedy",7.3
tt0120201,Starship Troopers,1997,129,"Action,Adventure,Sci-Fi",7.3
tt0120655,Dogma,1999,130,"Adventure,Comedy,Drama",7.3
tt0120660,Enemy of the State,1998,132,"Action,Thriller",7.3
tt0120768,The Negotiator,1998,140,"Action,Crime,Drama",7.3
tt0120855,Tarzan,1999,88,"Adventure,Animation,Comedy",7.3
tt0122690,Ronin,1998,122,"Action,Crime,Thriller",7.3
tt0126886,Election,1999,103,"Comedy,Romance",7.3
tt0128442,Rounders,1998,121,"Crime,Drama",7.3
tt0147800,10 Things I Hate About You,1999,97,"Comedy,Drama,Romance",7.3
tt0162346,Ghost World,2001,111,"Comedy,Drama",7.3
tt0162661,Sleepy Hollow,1999,105,"Fantasy,Horror,Mystery",7.3
tt0172493,"Girl, Interrupted",1999,127,"Biography,Drama",7.3
tt0181536,Finding Forrester,2000,136,Drama,7.3
tt0185014,Wonder Boys,2000,107,"Comedy,Drama",7.3
tt0203119,Sexy Beast,2000,89,"Crime,Drama,Thriller",7.3
tt0217869,Unbreakable,2000,106,"Drama,Mystery,Sci-Fi",7.3
tt0241303,Chocolat,2000,121,"Drama,Romance",7.3
tt0272338,Punch-Drunk Love,2002,95,"Comedy,Drama,Romance",7.3
tt0275847,Lilo & Stitch,2002,85,"Adventure,Animation,Comedy",7.3
tt0286112,Shaolin Soccer,2001,113,"Action,Comedy,Fantasy",7.3
tt0290673,Irreversible,2002,97,"Crime,Drama,Mystery",7.3
tt0292963,Before the Devil Knows You're Dead,2007,117,"Crime,Drama,Thriller",7.3
tt0298148,Shrek 2,2004,93,"Adventure,Animation,Comedy",7.3
tt0325805,Matchstick Men,2003,116,"Comedy,Crime,Drama",7.3
tt0329575,Seabiscuit,2003,140,"Drama,History,Sport",7.3
tt0332452,Troy,2004,163,"Drama,History",7.3
tt0340855,Monster,2003,109,"Biography,Crime,Drama",7.3
tt0359950,The Secret Life of Walter Mitty,2013,114,"Adventure,Comedy,Drama",7.3
tt0362270,The Life Aquatic with Steve Zissou,2004,119,"Action,Adventure,Comedy",7.3
tt0363547,Dawn of the Dead,2004,101,"Action,Horror",7.3
tt0375912,Layer Cake,2004,105,"Action,Crime,Drama",7.3
tt0387898,Caché (Hidden),2005,117,"Drama,Mystery,Thriller",7.3
tt0393162,Coach Carter,2005,136,"Biography,Drama,Sport",7.3
tt0397313,Eight Below,2006,120,"Adventure,Drama,Family",7.3
tt0397535,Memoirs of a Geisha,2005,145,"Drama,Romance",7.3
tt0404390,Running Scared,2006,122,"Action,Crime,Drama",7.3
tt0424345,Clerks II,2006,97,Comedy,7.3
tt0436697,The Queen,2006,103,"Biography,Drama",7.3
tt0437086,Alita: Battle Angel,2019,122,"Action,Adventure,Sci-Fi",7.3
tt0443272,Lincoln,2012,150,"Biography,Drama,History",7.3
tt0445922,Across the Universe,2007,133,"Drama,Fantasy,History",7.3
tt0462504,Rescue Dawn,2006,120,"Adventure,Biography,War",7.3
tt0462538,The Simpsons Movie,2007,87,"Adventure,Animation,Comedy",7.3
tt0478970,Ant-Man,2015,117,"Action,Adventure,Comedy",7.3
tt0780571,Mr. Brooks,2007,120,"Crime,Drama,Thriller",7.3
tt0795368,Death at a Funeral,2007,90,Comedy,7.3
tt0805564,Lars and the Real Girl,2007,106,"Comedy,Drama,Romance",7.3
tt0929632,Precious,2009,110,Drama,7.3
tt0959337,Revolutionary Road,2008,119,"Drama,Romance",7.3
tt0983193,The Adventures of Tintin,2011,107,"Action,Adventure,Animation",7.3
tt1001526,Megamind,2010,95,"Action,Animation,Comedy",7.3
tt1023114,The Way Back,2010,133,"Adventure,Drama,History",7.3
tt1032755,RocknRolla,2008,114,"Action,Crime,Thriller",7.3
tt1033575,The Descendants,2011,115,"Comedy,Drama",7.3
tt1057500,Invictus,2009,134,"Biography,Drama,History",7.3
tt1109624,Paddington,2014,95,"Adventure,Comedy,Family",7.3
tt1174732,An Education,2009,100,Drama,7.3
tt1189340,The Lincoln Lawyer,2011,118,"Crime,Drama,Mystery",7.3
tt1213641,First Man,2018,141,"Biography,Drama,History",7.3
tt1226837,Beautiful Boy,2018,120,"Biography,Drama",7.3
tt1229822,Jane Eyre,2011,120,"Drama,Romance",7.3
tt1232776,Fish Tank,2009,123,Drama,7.3
tt1341167,Four Lions,2010,97,"Comedy,Crime,Drama",7.3
tt1343097,The Girl Who Kicked the Hornet's Nest,2009,147,"Crime,Drama,Thriller",7.3
tt1396484,It,2017,135,Horror,7.3
tt1440292,Submarine,2010,97,"Comedy,Drama,Romance",7.3
tt1446192,Rise of the Guardians,2012,97,"Action,Adventure,Animation",7.3
tt1453405,Monsters University,2013,104,"Adventure,Animation,Comedy",7.3
tt1458175,The Next Three Days,2010,133,"Action,Crime,Drama",7.3
tt1540133,The Guard,2011,96,"Comedy,Crime,Thriller",7.3
tt1596343,Fast Five,2011,130,"Action,Adventure,Crime",7.3
tt1675192,Take Shelter,2011,121,"Drama,Sci-Fi,Thriller",7.3
tt1690953,Despicable Me 2,2013,98,"Adventure,Animation,Comedy",7.3
tt1800241,American Hustle,2013,138,"Crime,Drama",7.3
tt1817273,The Place Beyond the Pines,2012,140,"Crime,Drama,Thriller",7.3
tt1825683,Black Panther,2018,134,"Action,Adventure,Sci-Fi",7.3
tt1878870,The Edge of Seventeen,2016,104,"Comedy,Drama",7.3
tt2057392,Eye in the Sky,2015,102,"Action,Drama,Thriller",7.3
tt2066051,Rocketman,2019,121,"Biography,Drama,Musical",7.3
tt2140479,The Accountant,2016,128,"Action,Thriller",7.3
tt2170593,St. Vincent,2014,102,"Comedy,Drama",7.3
tt2179136,American Sniper,2014,133,"Action,Biography,Drama",7.3
tt2277860,Finding Dory,2016,97,"Adventure,Animation,Comedy",7.3
tt2334873,Blue Jasmine,2013,98,"Comedy,Drama",7.3
tt2382320,No Time to Die,2021,163,"Action,Adventure,Thriller",7.3
tt2395427,Avengers: Age of Ultron,2015,141,"Action,Adventure,Sci-Fi",7.3
tt2452386,The Fundamentals of Caring,2016,97,"Comedy,Drama",7.3
tt2884206,I Origins,2014,106,"Drama,Mystery,Romance",7.3
tt2953050,Encanto,2021,102,"Animation,Comedy,Family",7.3
tt3065204,The Conjuring 2,2016,134,"Horror,Mystery,Thriller",7.3
tt3183660,Fantastic Beasts and Where to Find Them,2016,132,"Adventure,Family,Fantasy",7.3
tt3224458,A Beautiful Day in the Neighborhood,2019,109,"Biography,Drama",7.3
tt3488710,The Walk,2015,123,"Adventure,Biography,Drama",7.3
tt3521126,The Disaster Artist,2017,104,"Biography,Comedy,Drama",7.3
tt3581652,West Side Story,2021,156,"Crime,Drama,Musical",7.3
tt3774114,Snowden,2016,134,"Biography,Crime,Drama",7.3
tt3967856,Okja,2017,120,"Action,Adventure,Drama",7.3
tt4116284,The Lego Batman Movie,2017,104,"Action,Adventure,Animation",7.3
tt4172430,13 Hours,2016,144,"Action,Drama,History",7.3
tt4633690,Shot Caller,2017,121,"Crime,Drama,Thriller",7.3
tt4846232,Good Time,2017,102,"Crime,Drama,Thriller",7.3
tt4972582,Split,2016,117,"Horror,Thriller",7.3
tt5109280,Raya and the Last Dragon,2021,107,"Action,Adventure,Animation",7.3
tt5247022,Paterson,2016,118,"Comedy,Drama,Romance",7.3
tt5580390,The Shape of Water,2017,123,"Drama,Fantasy,Romance",7.3
tt5606664,Doctor Sleep,2019,152,"Drama,Fantasy,Horror",7.3
tt6412452,The Ballad of Buster Scruggs,2018,133,"Comedy,Drama,Musical",7.3
tt7401588,Instant Family,2018,118,"Comedy,Drama",7.3
tt7784604,Hereditary,2018,127,"Drama,Horror,Mystery",7.3
tt7984766,The King,2019,140,"Biography,Drama,History",7.3
tt9243946,El Camino: A Breaking Bad Movie,2019,122,"Action,Crime,Drama",7.3
tt9770150,Nomadland,2020,107,Drama,7.3
tt0055928,Dr. No,1962,110,"Action,Adventure,Thriller",7.2
tt0070355,Magnum Force,1973,124,"Action,Crime,Mystery",7.2
tt0070379,Mean Streets,1973,112,"Crime,Drama,Thriller",7.2
tt0077631,Grease,1978,110,"Comedy,Musical,Romance",7.2
tt0080487,Caddyshack,1980,98,"Comedy,Sport",7.2
tt0085407,The Dead Zone,1983,103,"Drama,Horror,Sci-Fi",7.2
tt0086541,Videodrome,1983,87,"Horror,Sci-Fi,Thriller",7.2
tt0088286,Top Secret!,1984,90,"Comedy,Crime,Music",7.2
tt0088930,Clue,1985,94,"Comedy,Crime,Mystery",7.2
tt0089755,Out of Africa,1985,161,"Biography,Drama,Romance",7.2
tt0091474,Manhunter,1986,120,"Crime,Mystery,Thriller",7.2
tt0093437,The Lost Boys,1987,97,"Comedy,Horror",7.2
tt0096256,They Live,1988,94,"Action,Horror,Sci-Fi",7.2
tt0096446,Willow,1988,126,"Action,Adventure,Drama",7.2
tt0096969,Born on the Fourth of July,1989,145,"Biography,Drama,War",7.2
tt0097493,Heathers,1988,103,"Comedy,Crime",7.2
tt0097815,Major League,1989,107,"Comedy,Sport",7.2
tt0099423,Die Hard 2,1990,124,"Action,Thriller",7.2
tt0100814,Tremors,1990,96,"Comedy,Horror",7.2
tt0100935,Wild at Heart,1990,125,"Comedy,Crime,Drama",7.2
tt0101761,The Doors,1991,140,"Biography,Drama,Music",7.2
tt0105665,Twin Peaks: Fire Walk with Me,1992,134,"Drama,Horror,Mystery",7.2
tt0107206,In the Line of Fire,1993,128,"Action,Crime,Drama",7.2
tt0110074,The Hudsucker Proxy,1994,111,"Comedy,Drama,Fantasy",7.2
tt0110632,Natural Born Killers,1994,119,"Action,Crime,Drama",7.2
tt0112851,Desperado,1995,104,"Action,Crime,Thriller",7.2
tt0113189,GoldenEye,1995,130,"Action,Adventure,Thriller",7.2
tt0114558,Strange Days,1995,145,"Crime,Drama,Sci-Fi",7.2
tt0115685,The Birdcage,1996,117,Comedy,7.2
tt0116367,From Dusk Till Dawn,1996,108,"Action,Crime,Horror",7.2
tt0117802,Swingers,1996,96,"Comedy,Drama",7.2
tt0118842,Chasing Amy,1997,113,"Comedy,Drama,Romance",7.2
tt0119164,The Full Monty,1997,91,"Comedy,Drama",7.2
tt0119643,Meet Joe Black,1998,178,"Drama,Fantasy,Romance",7.2
tt0119978,The Rainmaker,1997,135,"Crime,Drama,Thriller",7.2
tt0120623,A Bug's Life,1998,95,"Adventure,Animation,Comedy",7.2
tt0123755,Cube,1997,90,"Drama,Horror,Mystery",7.2
tt0125439,Notting Hill,1999,124,"Comedy,Drama,Romance",7.2
tt0133240,Treasure Planet,2002,95,"Adventure,Animation,Family",7.2
tt0137363,Arlington Road,1999,117,"Action,Crime,Drama",7.2
tt0159097,The Virgin Suicides,1999,97,"Drama,Romance",7.2
